date,CRO_adj_close,CRO_cashflow,CRO_cml_units,CRO_cml_cost,CRO_gain_loss,CRO_avg_price,CRO_mktvalue,ADA_adj_close,ADA_cashflow,ADA_cml_units,ADA_cml_cost,ADA_gain_loss,ADA_avg_price,ADA_mktvalue,BTC_adj_close,BTC_cashflow,BTC_cml_units,BTC_cml_cost,BTC_gain_loss,BTC_avg_price,BTC_mktvalue,ONE_adj_close,ONE_cashflow,ONE_cml_units,ONE_cml_cost,ONE_gain_loss,ONE_avg_price,ONE_mktvalue,VET_adj_close,VET_cashflow,VET_cml_units,VET_cml_cost,VET_gain_loss,VET_avg_price,VET_mktvalue,USDC_adj_close,USDC_cashflow,USDC_cml_units,USDC_cml_cost,USDC_gain_loss,USDC_avg_price,USDC_mktvalue,DOGE_adj_close,DOGE_cashflow,DOGE_cml_units,DOGE_cml_cost,DOGE_gain_loss,DOGE_avg_price,DOGE_mktvalue,AUDIO_adj_close,AUDIO_cashflow,AUDIO_cml_units,AUDIO_cml_cost,AUDIO_gain_loss,AUDIO_avg_price,AUDIO_mktvalue
2021-04-16 00:00:00,2.80176564,-38306.0,0.0,0.0,0.0,,0.0,2.80176564,-32553.94,0.0,0.0,0.0,,0.0,2.80176564,-0.27,0.0023,0.27,0.0,117.391,0.006,2.80176564,-18975.2,3288.0,107141.05,0.0,32.585,9212.205,2.80176564,0.0,0.0,0.0,0.0,,0.0,2.80176564,0.0,0.0,0.0,0.0,,0.0,2.80176564,0.0,0.0,0.0,0.0,,0.0,2.80176564,0.0,0.0,0.0,0.0,,0.0
2021-04-16 23:34:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8876.74,17929.7,873491.3334,866.7731,48.718,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 00:00:00,3.32740555,-38306.0,0.0,0.0,0.0,,0.0,3.32740555,-32553.94,0.0,0.0,0.0,,0.0,3.32740555,-0.27,0.0023,0.27,0.0,117.391,0.008,3.32740555,-18975.2,3288.0,107141.05,0.0,32.585,10940.509,3.32740555,-8876.74,17929.7,873491.3334,866.7731,48.718,59659.383,3.32740555,0.0,0.0,0.0,0.0,,0.0,3.32740555,0.0,0.0,0.0,0.0,,0.0,3.32740555,0.0,0.0,0.0,0.0,,0.0
2021-04-17 05:17:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.91,-44.383706,-1969.91,0.0,44.384,,,,,,,,,,,,,,,
2021-04-18 00:00:00,2.72880449,-38306.0,0.0,0.0,0.0,,0.0,2.72880449,-32553.94,0.0,0.0,0.0,,0.0,2.72880449,-0.27,0.0023,0.27,0.0,117.391,0.006,2.72880449,-18975.2,3288.0,107141.05,0.0,32.585,8972.309,2.72880449,-8876.74,17929.7,873491.3334,866.7731,48.718,48926.646,2.72880449,1969.91,-44.383706,-1969.91,0.0,44.384,-121.114,2.72880449,0.0,0.0,0.0,0.0,,0.0,2.72880449,0.0,0.0,0.0,0.0,,0.0
2021-04-19 00:00:00,3.21585769,-38306.0,0.0,0.0,0.0,,0.0,3.21585769,-32553.94,0.0,0.0,0.0,,0.0,3.21585769,-0.27,0.0023,0.27,0.0,117.391,0.007,3.21585769,-18975.2,3288.0,107141.05,0.0,32.585,10573.74,3.21585769,-8876.74,17929.7,873491.3334,866.7731,48.718,57659.364,3.21585769,1969.91,-44.383706,-1969.91,0.0,44.384,-142.732,3.21585769,0.0,0.0,0.0,0.0,,0.0,3.21585769,0.0,0.0,0.0,0.0,,0.0
2021-04-20 00:00:00,1.78047952,-38306.0,0.0,0.0,0.0,,0.0,1.78047952,-32553.94,0.0,0.0,0.0,,0.0,1.78047952,-0.27,0.0023,0.27,0.0,117.391,0.004,1.78047952,-18975.2,3288.0,107141.05,0.0,32.585,5854.217,1.78047952,-8876.74,17929.7,873491.3334,866.7731,48.718,31923.464,1.78047952,1969.91,-44.383706,-1969.91,0.0,44.384,-79.024,1.78047952,0.0,0.0,0.0,0.0,,0.0,1.78047952,0.0,0.0,0.0,0.0,,0.0
2021-04-21 00:00:00,1.78860275,-38306.0,0.0,0.0,0.0,,0.0,1.78860275,-32553.94,0.0,0.0,0.0,,0.0,1.78860275,-0.27,0.0023,0.27,0.0,117.391,0.004,1.78860275,-18975.2,3288.0,107141.05,0.0,32.585,5880.926,1.78860275,-8876.74,17929.7,873491.3334,866.7731,48.718,32069.111,1.78860275,1969.91,-44.383706,-1969.91,0.0,44.384,-79.385,1.78860275,0.0,0.0,0.0,0.0,,0.0,1.78860275,0.0,0.0,0.0,0.0,,0.0
2021-04-22 00:00:00,1.78316698,-38306.0,0.0,0.0,0.0,,0.0,1.78316698,-32553.94,0.0,0.0,0.0,,0.0,1.78316698,-0.27,0.0023,0.27,0.0,117.391,0.004,1.78316698,-18975.2,3288.0,107141.05,0.0,32.585,5863.053,1.78316698,-8876.74,17929.7,873491.3334,866.7731,48.718,31971.649,1.78316698,1969.91,-44.383706,-1969.91,0.0,44.384,-79.144,1.78316698,0.0,0.0,0.0,0.0,,0.0,1.78316698,0.0,0.0,0.0,0.0,,0.0
2021-04-23 00:00:00,1.59401673,-38306.0,0.0,0.0,0.0,,0.0,1.59401673,-32553.94,0.0,0.0,0.0,,0.0,1.59401673,-0.27,0.0023,0.27,0.0,117.391,0.004,1.59401673,-18975.2,3288.0,107141.05,0.0,32.585,5241.127,1.59401673,-8876.74,17929.7,873491.3334,866.7731,48.718,28580.242,1.59401673,1969.91,-44.383706,-1969.91,0.0,44.384,-70.748,1.59401673,0.0,0.0,0.0,0.0,,0.0,1.59401673,0.0,0.0,0.0,0.0,,0.0
2021-04-24 00:00:00,1.42193463,-38306.0,0.0,0.0,0.0,,0.0,1.42193463,-32553.94,0.0,0.0,0.0,,0.0,1.42193463,-0.27,0.0023,0.27,0.0,117.391,0.003,1.42193463,-18975.2,3288.0,107141.05,0.0,32.585,4675.321,1.42193463,-8876.74,17929.7,873491.3334,866.7731,48.718,25494.861,1.42193463,1969.91,-44.383706,-1969.91,0.0,44.384,-63.111,1.42193463,0.0,0.0,0.0,0.0,,0.0,1.42193463,0.0,0.0,0.0,0.0,,0.0
2021-04-25 00:00:00,1.45385169,-38306.0,0.0,0.0,0.0,,0.0,1.45385169,-32553.94,0.0,0.0,0.0,,0.0,1.45385169,-0.27,0.0023,0.27,0.0,117.391,0.003,1.45385169,-18975.2,3288.0,107141.05,0.0,32.585,4780.264,1.45385169,-8876.74,17929.7,873491.3334,866.7731,48.718,26067.125,1.45385169,1969.91,-44.383706,-1969.91,0.0,44.384,-64.527,1.45385169,0.0,0.0,0.0,0.0,,0.0,1.45385169,0.0,0.0,0.0,0.0,,0.0
2021-04-26 00:00:00,1.58988603,-38306.0,0.0,0.0,0.0,,0.0,1.58988603,-32553.94,0.0,0.0,0.0,,0.0,1.58988603,-0.27,0.0023,0.27,0.0,117.391,0.004,1.58988603,-18975.2,3288.0,107141.05,0.0,32.585,5227.545,1.58988603,-8876.74,17929.7,873491.3334,866.7731,48.718,28506.18,1.58988603,1969.91,-44.383706,-1969.91,0.0,44.384,-70.565,1.58988603,0.0,0.0,0.0,0.0,,0.0,1.58988603,0.0,0.0,0.0,0.0,,0.0
2021-04-27 00:00:00,2.00889826,-38306.0,0.0,0.0,0.0,,0.0,2.00889826,-32553.94,0.0,0.0,0.0,,0.0,2.00889826,-0.27,0.0023,0.27,0.0,117.391,0.005,2.00889826,-18975.2,3288.0,107141.05,0.0,32.585,6605.257,2.00889826,-8876.74,17929.7,873491.3334,866.7731,48.718,36018.943,2.00889826,1969.91,-44.383706,-1969.91,0.0,44.384,-89.162,2.00889826,0.0,0.0,0.0,0.0,,0.0,2.00889826,0.0,0.0,0.0,0.0,,0.0
2021-04-28 00:00:00,1.95114107,-38306.0,0.0,0.0,0.0,,0.0,1.95114107,-32553.94,0.0,0.0,0.0,,0.0,1.95114107,-0.27,0.0023,0.27,0.0,117.391,0.004,1.95114107,-18975.2,3288.0,107141.05,0.0,32.585,6415.352,1.95114107,-8876.74,17929.7,873491.3334,866.7731,48.718,34983.374,1.95114107,1969.91,-44.383706,-1969.91,0.0,44.384,-86.599,1.95114107,0.0,0.0,0.0,0.0,,0.0,1.95114107,0.0,0.0,0.0,0.0,,0.0
2021-04-29 00:00:00,1.42675013,-38306.0,0.0,0.0,0.0,,0.0,1.42675013,-32553.94,0.0,0.0,0.0,,0.0,1.42675013,-0.27,0.0023,0.27,0.0,117.391,0.003,1.42675013,-18975.2,3288.0,107141.05,0.0,32.585,4691.154,1.42675013,-8876.74,17929.7,873491.3334,866.7731,48.718,25581.202,1.42675013,1969.91,-44.383706,-1969.91,0.0,44.384,-63.324,1.42675013,0.0,0.0,0.0,0.0,,0.0,1.42675013,0.0,0.0,0.0,0.0,,0.0
2021-04-30 00:00:00,1.35109219,-38306.0,0.0,0.0,0.0,,0.0,1.35109219,-32553.94,0.0,0.0,0.0,,0.0,1.35109219,-0.27,0.0023,0.27,0.0,117.391,0.003,1.35109219,-18975.2,3288.0,107141.05,0.0,32.585,4442.391,1.35109219,-8876.74,17929.7,873491.3334,866.7731,48.718,24224.678,1.35109219,1969.91,-44.383706,-1969.91,0.0,44.384,-59.966,1.35109219,0.0,0.0,0.0,0.0,,0.0,1.35109219,0.0,0.0,0.0,0.0,,0.0
2021-04-30 04:07:05,,,,,,,,,,,,,,,,,,,,,,,-22146.2,2996.0,88165.85,0.0,29.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30 04:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11640.34,17729.7,863747.8203,0.0,48.718,,,,,,,,,,,,,,,,,,,,,,
2021-05-01 00:00:00,1.50035129,-38306.0,0.0,0.0,0.0,,0.0,1.50035129,-32553.94,0.0,0.0,0.0,,0.0,1.50035129,-0.27,0.0023,0.27,0.0,117.391,0.003,1.50035129,-22146.2,2996.0,88165.85,0.0,29.428,4495.052,1.50035129,-11640.34,17729.7,863747.8203,0.0,48.718,26600.778,1.50035129,1969.91,-44.383706,-1969.91,0.0,44.384,-66.591,1.50035129,0.0,0.0,0.0,0.0,,0.0,1.50035129,0.0,0.0,0.0,0.0,,0.0
2021-05-02 00:00:00,1.55010179,-38306.0,0.0,0.0,0.0,,0.0,1.55010179,-32553.94,0.0,0.0,0.0,,0.0,1.55010179,-0.27,0.0023,0.27,0.0,117.391,0.004,1.55010179,-22146.2,2996.0,88165.85,0.0,29.428,4644.105,1.55010179,-11640.34,17729.7,863747.8203,0.0,48.718,27482.84,1.55010179,1969.91,-44.383706,-1969.91,0.0,44.384,-68.799,1.55010179,0.0,0.0,0.0,0.0,,0.0,1.55010179,0.0,0.0,0.0,0.0,,0.0
2021-05-02 03:33:32,,,,,,,,,,,,,,,,,,,,,,,-27944.2,2846.0,84994.85,0.0,29.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02 15:40:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8766.0,150.0,8766.0,0.0,58.44,,,,,,,,
2021-05-02 19:44:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22466.54,17609.7,860984.2203,0.0,48.893,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 00:00:00,1.90981156,-38306.0,0.0,0.0,0.0,,0.0,1.90981156,-32553.94,0.0,0.0,0.0,,0.0,1.90981156,-0.27,0.0023,0.27,0.0,117.391,0.004,1.90981156,-27944.2,2846.0,84994.85,0.0,29.865,5435.324,1.90981156,-22466.54,17609.7,860984.2203,0.0,48.893,33631.209,1.90981156,1969.91,-44.383706,-1969.91,0.0,44.384,-84.765,1.90981156,-8766.0,150.0,8766.0,0.0,58.44,286.472,1.90981156,0.0,0.0,0.0,0.0,,0.0
2021-05-04 00:00:00,1.46501275,-38306.0,0.0,0.0,0.0,,0.0,1.46501275,-32553.94,0.0,0.0,0.0,,0.0,1.46501275,-0.27,0.0023,0.27,0.0,117.391,0.003,1.46501275,-27944.2,2846.0,84994.85,0.0,29.865,4169.426,1.46501275,-22466.54,17609.7,860984.2203,0.0,48.893,25798.435,1.46501275,1969.91,-44.383706,-1969.91,0.0,44.384,-65.023,1.46501275,-8766.0,150.0,8766.0,0.0,58.44,219.752,1.46501275,0.0,0.0,0.0,0.0,,0.0
2021-05-05 00:00:00,1.84549755,-38306.0,0.0,0.0,0.0,,0.0,1.84549755,-32553.94,0.0,0.0,0.0,,0.0,1.84549755,-0.27,0.0023,0.27,0.0,117.391,0.004,1.84549755,-27944.2,2846.0,84994.85,0.0,29.865,5252.286,1.84549755,-22466.54,17609.7,860984.2203,0.0,48.893,32498.658,1.84549755,1969.91,-44.383706,-1969.91,0.0,44.384,-81.91,1.84549755,-8766.0,150.0,8766.0,0.0,58.44,276.825,1.84549755,0.0,0.0,0.0,0.0,,0.0
2021-05-06 00:00:00,1.7079685,-38306.0,0.0,0.0,0.0,,0.0,1.7079685,-32553.94,0.0,0.0,0.0,,0.0,1.7079685,-0.27,0.0023,0.27,0.0,117.391,0.004,1.7079685,-27944.2,2846.0,84994.85,0.0,29.865,4860.878,1.7079685,-22466.54,17609.7,860984.2203,0.0,48.893,30076.813,1.7079685,1969.91,-44.383706,-1969.91,0.0,44.384,-75.806,1.7079685,-8766.0,150.0,8766.0,0.0,58.44,256.195,1.7079685,0.0,0.0,0.0,0.0,,0.0
2021-05-07 00:00:00,1.36281389,-38306.0,0.0,0.0,0.0,,0.0,1.36281389,-32553.94,0.0,0.0,0.0,,0.0,1.36281389,-0.27,0.0023,0.27,0.0,117.391,0.003,1.36281389,-27944.2,2846.0,84994.85,0.0,29.865,3878.568,1.36281389,-22466.54,17609.7,860984.2203,0.0,48.893,23998.744,1.36281389,1969.91,-44.383706,-1969.91,0.0,44.384,-60.487,1.36281389,-8766.0,150.0,8766.0,0.0,58.44,204.422,1.36281389,0.0,0.0,0.0,0.0,,0.0
2021-05-07 04:05:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22528.82,17389.7,850158.0203,451.0503,48.889,,,,,,,,,,,,,,,,,,,,,,
2021-05-07 04:06:12,,,,,,,,,,,,,,,,,,,,,,,-28214.75,2646.0,79196.85,0.0,29.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08 00:00:00,1.69659231,-38306.0,0.0,0.0,0.0,,0.0,1.69659231,-32553.94,0.0,0.0,0.0,,0.0,1.69659231,-0.27,0.0023,0.27,0.0,117.391,0.004,1.69659231,-28214.75,2646.0,79196.85,0.0,29.931,4489.183,1.69659231,-22528.82,17389.7,850158.0203,451.0503,48.889,29503.231,1.69659231,1969.91,-44.383706,-1969.91,0.0,44.384,-75.301,1.69659231,-8766.0,150.0,8766.0,0.0,58.44,254.489,1.69659231,0.0,0.0,0.0,0.0,,0.0
2021-05-08 07:20:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22143.95,0.0,0.0,0.0,,,,,,,,,
2021-05-08 07:24:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23987.14,17379.2,849644.69,0.0,48.889,,,,,,,,,,,,,,,,,,,,,,
2021-05-08 07:25:23,,,,,,,,,,,,,,,,,,,,,,,-31208.55,2600.0,78926.3,0.0,30.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08 17:17:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1488.99,89.3713,4220.0154,0.0,47.219,
2021-05-08 17:54:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2888.74,63.63,2731.0254,0.0,42.92,
2021-05-09 00:00:00,1.49807681,-38306.0,0.0,0.0,0.0,,0.0,1.49807681,-32553.94,0.0,0.0,0.0,,0.0,1.49807681,-0.27,0.0023,0.27,0.0,117.391,0.003,1.49807681,-31208.55,2600.0,78926.3,0.0,30.356,3895.0,1.49807681,-23987.14,17379.2,849644.69,0.0,48.889,26035.376,1.49807681,1969.91,-44.383706,-1969.91,0.0,44.384,-66.49,1.49807681,-22143.95,0.0,0.0,0.0,,0.0,1.49807681,-2888.74,63.63,2731.0254,0.0,42.92,95.323
2021-05-10 00:00:00,1.36360558,-38306.0,0.0,0.0,0.0,,0.0,1.36360558,-32553.94,0.0,0.0,0.0,,0.0,1.36360558,-0.27,0.0023,0.27,0.0,117.391,0.003,1.36360558,-31208.55,2600.0,78926.3,0.0,30.356,3545.375,1.36360558,-23987.14,17379.2,849644.69,0.0,48.889,23698.374,1.36360558,1969.91,-44.383706,-1969.91,0.0,44.384,-60.522,1.36360558,-22143.95,0.0,0.0,0.0,,0.0,1.36360558,-2888.74,63.63,2731.0254,0.0,42.92,86.766
2021-05-11 00:00:00,1.34041884,-38306.0,0.0,0.0,0.0,,0.0,1.34041884,-32553.94,0.0,0.0,0.0,,0.0,1.34041884,-0.27,0.0023,0.27,0.0,117.391,0.003,1.34041884,-31208.55,2600.0,78926.3,0.0,30.356,3485.089,1.34041884,-23987.14,17379.2,849644.69,0.0,48.889,23295.407,1.34041884,1969.91,-44.383706,-1969.91,0.0,44.384,-59.493,1.34041884,-22143.95,0.0,0.0,0.0,,0.0,1.34041884,-2888.74,63.63,2731.0254,0.0,42.92,85.291
2021-05-12 00:00:00,1.3156038,-38306.0,0.0,0.0,0.0,,0.0,1.3156038,-32553.94,0.0,0.0,0.0,,0.0,1.3156038,-0.27,0.0023,0.27,0.0,117.391,0.003,1.3156038,-31208.55,2600.0,78926.3,0.0,30.356,3420.57,1.3156038,-23987.14,17379.2,849644.69,0.0,48.889,22864.142,1.3156038,1969.91,-44.383706,-1969.91,0.0,44.384,-58.391,1.3156038,-22143.95,0.0,0.0,0.0,,0.0,1.3156038,-2888.74,63.63,2731.0254,0.0,42.92,83.712
2021-05-13 00:00:00,1.14385718,-38306.0,0.0,0.0,0.0,,0.0,1.14385718,-32553.94,0.0,0.0,0.0,,0.0,1.14385718,-0.27,0.0023,0.27,0.0,117.391,0.003,1.14385718,-31208.55,2600.0,78926.3,0.0,30.356,2974.029,1.14385718,-23987.14,17379.2,849644.69,0.0,48.889,19879.323,1.14385718,1969.91,-44.383706,-1969.91,0.0,44.384,-50.769,1.14385718,-22143.95,0.0,0.0,0.0,,0.0,1.14385718,-2888.74,63.63,2731.0254,0.0,42.92,72.784
2021-05-14 00:00:00,1.17815721,-38306.0,0.0,0.0,0.0,,0.0,1.17815721,-32553.94,0.0,0.0,0.0,,0.0,1.17815721,-0.27,0.0023,0.27,0.0,117.391,0.003,1.17815721,-31208.55,2600.0,78926.3,0.0,30.356,3063.209,1.17815721,-23987.14,17379.2,849644.69,0.0,48.889,20475.43,1.17815721,1969.91,-44.383706,-1969.91,0.0,44.384,-52.291,1.17815721,-22143.95,0.0,0.0,0.0,,0.0,1.17815721,-2888.74,63.63,2731.0254,0.0,42.92,74.966
2021-05-15 00:00:00,1.0611421,-38306.0,0.0,0.0,0.0,,0.0,1.0611421,-32553.94,0.0,0.0,0.0,,0.0,1.0611421,-0.27,0.0023,0.27,0.0,117.391,0.002,1.0611421,-31208.55,2600.0,78926.3,0.0,30.356,2758.969,1.0611421,-23987.14,17379.2,849644.69,0.0,48.889,18441.801,1.0611421,1969.91,-44.383706,-1969.91,0.0,44.384,-47.097,1.0611421,-22143.95,0.0,0.0,0.0,,0.0,1.0611421,-2888.74,63.63,2731.0254,0.0,42.92,67.52
2021-05-16 00:00:00,1.04108852,-38306.0,0.0,0.0,0.0,,0.0,1.04108852,-32553.94,0.0,0.0,0.0,,0.0,1.04108852,-0.27,0.0023,0.27,0.0,117.391,0.002,1.04108852,-31208.55,2600.0,78926.3,0.0,30.356,2706.83,1.04108852,-23987.14,17379.2,849644.69,0.0,48.889,18093.286,1.04108852,1969.91,-44.383706,-1969.91,0.0,44.384,-46.207,1.04108852,-22143.95,0.0,0.0,0.0,,0.0,1.04108852,-2888.74,63.63,2731.0254,0.0,42.92,66.244
2021-05-17 00:00:00,0.71913221,-38306.0,0.0,0.0,0.0,,0.0,0.71913221,-32553.94,0.0,0.0,0.0,,0.0,0.71913221,-0.27,0.0023,0.27,0.0,117.391,0.002,0.71913221,-31208.55,2600.0,78926.3,0.0,30.356,1869.744,0.71913221,-23987.14,17379.2,849644.69,0.0,48.889,12497.943,0.71913221,1969.91,-44.383706,-1969.91,0.0,44.384,-31.918,0.71913221,-22143.95,0.0,0.0,0.0,,0.0,0.71913221,-2888.74,63.63,2731.0254,0.0,42.92,45.758
2021-05-18 00:00:00,0.6114515,-38306.0,0.0,0.0,0.0,,0.0,0.6114515,-32553.94,0.0,0.0,0.0,,0.0,0.6114515,-0.27,0.0023,0.27,0.0,117.391,0.001,0.6114515,-31208.55,2600.0,78926.3,0.0,30.356,1589.774,0.6114515,-23987.14,17379.2,849644.69,0.0,48.889,10626.538,0.6114515,1969.91,-44.383706,-1969.91,0.0,44.384,-27.138,0.6114515,-22143.95,0.0,0.0,0.0,,0.0,0.6114515,-2888.74,63.63,2731.0254,0.0,42.92,38.907
2021-05-19 00:00:00,0.3644464,-38306.0,0.0,0.0,0.0,,0.0,0.3644464,-32553.94,0.0,0.0,0.0,,0.0,0.3644464,-0.27,0.0023,0.27,0.0,117.391,0.001,0.3644464,-31208.55,2600.0,78926.3,0.0,30.356,947.561,0.3644464,-23987.14,17379.2,849644.69,0.0,48.889,6333.787,0.3644464,1969.91,-44.383706,-1969.91,0.0,44.384,-16.175,0.3644464,-22143.95,0.0,0.0,0.0,,0.0,0.3644464,-2888.74,63.63,2731.0254,0.0,42.92,23.19
2021-05-20 00:00:00,0.46756208,-38306.0,0.0,0.0,0.0,,0.0,0.46756208,-32553.94,0.0,0.0,0.0,,0.0,0.46756208,-0.27,0.0023,0.27,0.0,117.391,0.001,0.46756208,-31208.55,2600.0,78926.3,0.0,30.356,1215.661,0.46756208,-23987.14,17379.2,849644.69,0.0,48.889,8125.855,0.46756208,1969.91,-44.383706,-1969.91,0.0,44.384,-20.752,0.46756208,-22143.95,0.0,0.0,0.0,,0.0,0.46756208,-2888.74,63.63,2731.0254,0.0,42.92,29.751
2021-05-21 00:00:00,0.40236338,-38306.0,0.0,0.0,0.0,,0.0,0.40236338,-32553.94,0.0,0.0,0.0,,0.0,0.40236338,-0.27,0.0023,0.27,0.0,117.391,0.001,0.40236338,-31208.55,2600.0,78926.3,0.0,30.356,1046.145,0.40236338,-23987.14,17379.2,849644.69,0.0,48.889,6992.754,0.40236338,1969.91,-44.383706,-1969.91,0.0,44.384,-17.858,0.40236338,-22143.95,0.0,0.0,0.0,,0.0,0.40236338,-2888.74,63.63,2731.0254,0.0,42.92,25.602
2021-05-22 00:00:00,0.38890898,-38306.0,0.0,0.0,0.0,,0.0,0.38890898,-32553.94,0.0,0.0,0.0,,0.0,0.38890898,-0.27,0.0023,0.27,0.0,117.391,0.001,0.38890898,-31208.55,2600.0,78926.3,0.0,30.356,1011.163,0.38890898,-23987.14,17379.2,849644.69,0.0,48.889,6758.927,0.38890898,1969.91,-44.383706,-1969.91,0.0,44.384,-17.261,0.38890898,-22143.95,0.0,0.0,0.0,,0.0,0.38890898,-2888.74,63.63,2731.0254,0.0,42.92,24.746
2021-05-23 00:00:00,0.36663502,-38306.0,0.0,0.0,0.0,,0.0,0.36663502,-32553.94,0.0,0.0,0.0,,0.0,0.36663502,-0.27,0.0023,0.27,0.0,117.391,0.001,0.36663502,-31208.55,2600.0,78926.3,0.0,30.356,953.251,0.36663502,-23987.14,17379.2,849644.69,0.0,48.889,6371.823,0.36663502,1969.91,-44.383706,-1969.91,0.0,44.384,-16.273,0.36663502,-22143.95,0.0,0.0,0.0,,0.0,0.36663502,-2888.74,63.63,2731.0254,0.0,42.92,23.329
2021-05-24 00:00:00,0.41204043,-38306.0,0.0,0.0,0.0,,0.0,0.41204043,-32553.94,0.0,0.0,0.0,,0.0,0.41204043,-0.27,0.0023,0.27,0.0,117.391,0.001,0.41204043,-31208.55,2600.0,78926.3,0.0,30.356,1071.305,0.41204043,-23987.14,17379.2,849644.69,0.0,48.889,7160.933,0.41204043,1969.91,-44.383706,-1969.91,0.0,44.384,-18.288,0.41204043,-22143.95,0.0,0.0,0.0,,0.0,0.41204043,-2888.74,63.63,2731.0254,0.0,42.92,26.218
2021-05-25 00:00:00,0.3194728,-38306.0,0.0,0.0,0.0,,0.0,0.3194728,-32553.94,0.0,0.0,0.0,,0.0,0.3194728,-0.27,0.0023,0.27,0.0,117.391,0.001,0.3194728,-31208.55,2600.0,78926.3,0.0,30.356,830.629,0.3194728,-23987.14,17379.2,849644.69,0.0,48.889,5552.182,0.3194728,1969.91,-44.383706,-1969.91,0.0,44.384,-14.179,0.3194728,-22143.95,0.0,0.0,0.0,,0.0,0.3194728,-2888.74,63.63,2731.0254,0.0,42.92,20.328
